Pk,Tm,Player,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48
19,BOS,Avery Bradley,0.439,0.363,0.779,23.7,9.4,2.3,1.4,4.2,0.04
20,SAS,James Anderson,0.417,0.33,0.755,18.4,6.3,2.4,1.3,3.6,0.047
21,OKC,Craig Brackins,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.089
22,POR,Elliot Williams,0.431,0.296,0.679,14.4,5.4,1.6,0.9,0.7,0.025
23,MIN,Trevor Booker,0.536,0.28,0.611,20.3,6.5,5,0.8,12.6,0.122
24,ATL,Damion James,0.415,0,0.667,16,3.8,3.4,0.7,0,-0.001
25,MEM,Dominique Jones,0.366,0.095,0.729,9.3,3.1,1.4,1.8,0.3,0.017
26,OKC,Quincy Pondexter,0.419,0.352,0.73,15.9,4.5,1.8,0.7,6.3,0.089
27,NJN,Jordan Crawford,0.405,0.306,0.828,24.7,12.2,2.6,3.2,5.2,0.039
28,MEM,Greivis Vasquez,0.424,0.339,0.829,23.8,9.1,2.6,5.2,10.2,0.068
29,ORL,Daniel Orton,0.485,0,0.597,10.6,2.8,2.5,0.5,1,0.093
30,WAS,Lazar Hayward,0.347,0.269,0.767,8.2,2.9,1.3,0.5,0.2,0.02
31,NJN,Tibor Pleiss,,,,,,,,,
32,MIA,Dexter Pittman,0.45,,0.545,6.9,2.3,1.8,0.2,0.5,0.068
33,SAC,Hassan Whiteside,0.444,,0.417,5.8,1.5,2.1,0,0.2,0.072
34,POR,Armon Johnson,0.458,0.4,0.679,8.5,3.3,1,1.2,-0.1,-0.015
35,WAS,Nemanja Bjelica,,,,,,,,,
36,DET,Terrico White,,,,,,,,,
37,MIL,Darington Hobson,0.154,0,,7.8,0.8,0.6,1.2,-0.2,-0.225
38,NYK,Andy Rautins,0.429,0.25,0.5,4.8,1.6,0.2,0.6,-0.2,-0.314
39,NYK,Landry Fields,0.472,0.331,0.663,25,7.3,4.6,1.7,10.1,0.084
40,IND,Lance Stephenson,0.46,0.321,0.682,26.9,9.1,4.7,3.2,12.2,0.1
41,MIA,Jarvis Varnado,0.582,,0.518,10.7,2.9,1.9,0.4,0.7,0.089
42,MIA,Da'Sean Butler,,,,,,,,,
43,LAL,Devin Ebanks,0.385,0.222,0.722,11.3,3.6,1.9,0.4,0.5,0.035
44,MIL,Jerome Jordan,0.564,,0.8,5.4,2,1.4,0.2,0.5,0.174
45,MIN,Paulao Prestes,,,,,,,,,
46,PHO,Gani Lawal,,,,2,0,0,0,0,-0.009
47,MIL,Tiny Gallon,,,,,,,,,
48,MIA,Latavious Williams,,,,,,,,,
49,SAS,Ryan Richards,,,,,,,,,
50,DAL,Solomon Alabi,0.314,,0.7,7,1.5,2.3,0.2,0,0.01
51,OKC,Magnum Rolle,,,,,,,,,
52,BOS,Luke Harangody,0.376,0.241,0.737,12.4,3.6,2.8,0.5,0.9,0.048
53,ATL,Pape Sy,0.333,0,1,7,2.3,1,0.7,0,-0.047
54,LAC,Willie Warren,0.371,0.333,0.75,7.1,1.9,0.6,1.4,0.2,0.065
55,UTA,Jeremy Evans,0.571,0,0.658,11.5,3.9,2.8,0.5,6.2,0.142
56,MIN,Hamady N'Diaye,0.467,,0.462,4.8,0.6,0.8,0.1,0,0.013
57,IND,Ryan Reid,0.8,,,3.4,1.6,0.4,0,0.1,0.142
58,LAL,Derrick Caracter,0.485,,0.739,5.2,2,1,0.2,0.3,0.057
59,ORL,Stanley Robinson,,,,,,,,,
60,PHO,Dwayne Collins,,,,,,,,, 
1,CLE,Kyrie Irving,0.447,0.378,0.862,33.9,20.7,3.7,5.8,16.7,0.126
2,MIN,Derrick Williams,0.423,0.294,0.708,22.8,9.4,4.7,0.6,7.3,0.068
3,UTA,Enes Kanter,0.507,0.333,0.736,19.2,8.5,5.5,0.5,6.5,0.072
4,CLE,Tristan Thompson,0.474,0,0.632,29.3,10.7,8.5,0.9,12.5,0.089
5,TOR,Jonas Valanciunas,0.537,0,0.775,26.1,10.3,7.6,0.7,11.3,0.137
6,WAS,Jan Vesely,0.521,0,0.408,15.2,3.6,3.5,0.6,4,0.078
7,SAC,Bismack Biyombo,0.486,,0.505,21.3,4.2,6,0.3,5.1,0.052
8,DET,Brandon Knight,0.416,0.357,0.777,32.4,14.8,3.4,4.3,6,0.04
9,CHA,Kemba Walker,0.398,0.322,0.806,32.9,16,3.7,5.4,10.9,0.07
10,MIL,Jimmer Fredette,0.415,0.397,0.859,14.6,6.7,1.1,1.5,2.1,0.038
11,GSW,Klay Thompson,0.436,0.412,0.831,32.4,16.3,3.1,2.2,13.7,0.086
12,UTA,Alec Burks,0.441,0.349,0.745,21.8,10,2.7,1.8,5.9,0.062
13,PHO,Markieff Morris,0.443,0.333,0.761,23.3,10.1,5.2,1.4,10.2,0.09
14,HOU,Marcus Morris,0.427,0.365,0.685,20,8.2,3.5,0.9,6.2,0.08
15,IND,Kawhi Leonard,0.502,0.373,0.81,28.1,10.9,5.8,1.6,20.2,0.178
16,PHI,Nikola Vucevic,0.505,0.385,0.702,28.4,11.7,9.8,1.6,12.6,0.109
17,NYK,Iman Shumpert,0.399,0.352,0.772,26.3,8,3.6,2.1,7.1,0.069
18,WAS,Chris Singleton,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042
19,CHA,Tobias Harris,0.458,0.286,0.789,23.7,11.1,5.3,1.1,7.6,0.093
20,MIN,Donatas Motiejunas,0.444,0.267,0.627,14.5,5.6,3.1,0.7,2.5,0.072
21,POR,Nolan Smith,0.371,0.26,0.714,9.9,3.3,1,1.2,-0.8,-0.047
22,DEN,Kenneth Faried,0.55,0,0.646,26.5,12.1,8.6,1,19.2,0.163
23,HOU,Nikola Mirotic,0.318,0.417,0.9,12.1,3.1,3,0.8,0.2,0.084
24,OKC,Reggie Jackson,0.431,0.292,0.875,20,8.4,2.8,2.8,8.2,0.098
25,BOS,MarShon Brooks,0.442,0.326,0.748,17.5,7.7,2.2,1.4,2.5,0.041
26,DAL,Jordan Hamilton,0.406,0.358,0.671,13.3,5.8,2.8,0.8,2.7,0.077
27,NJN,JaJuan Johnson,0.446,,0.667,8.3,3.2,1.6,0.2,0.2,0.032
28,CHI,Norris Cole,0.411,0.332,0.736,21.5,6.3,1.7,2.4,2.2,0.02
29,SAS,Cory Joseph,0.455,0.274,0.797,12.9,4.4,1.5,1.6,4.2,0.118
30,CHI,Jimmy Butler,0.431,0.313,0.782,27.1,9.2,3.8,1.7,16.5,0.148
31,MIA,Bojan Bogdanovic,0.471,0.355,1,29.4,10.4,2.6,1.3,0.4,0.072
32,CLE,Justin Harper,0.29,0.154,0,6,1.4,0.9,0.1,-0.3,-0.145
33,DET,Kyle Singler,0.435,0.366,0.816,28,8.9,3.8,0.9,6.6,0.066
34,WAS,Shelvin Mack,0.415,0.327,0.778,15.7,5.3,1.7,2.8,3.4,0.06
35,SAC,Tyler Honeycutt,0.314,0.2,0.714,5,1.2,1,0.4,-0.1,-0.049
36,NJN,Jordan Williams,0.507,,0.652,14.8,4.6,3.6,0.3,1.3,0.101
37,LAC,Trey Thompkins,0.393,0.308,0.714,5,2.4,1,0.1,0,0.004
38,HOU,Chandler Parsons,0.469,0.368,0.712,34.4,14.1,5.2,3.2,18.6,0.117
39,CHA,Jeremy Tyler,0.45,0,0.557,9.9,3.6,2.6,0.2,0.3,0.014
40,MIL,Jon Leuer,0.487,0.419,0.723,11.3,4.5,2.6,0.4,3.6,0.116
41,LAL,Darius Morris,0.399,0.354,0.653,12.4,3.7,1.1,1.5,0.1,0.005
42,IND,Davis Bertans,,,,,,,,,
43,CHI,Malcolm Lee,0.385,0.294,0.703,15.2,4,1.9,1.5,0.5,0.043
44,GSW,Charles Jenkins,0.434,0.182,0.754,12.1,3.7,0.9,1.9,0.5,0.017
45,NOH,Josh Harrellson,0.438,0.347,0.629,11.8,3.5,3,0.3,2.1,0.116
46,LAL,Andrew Goudelock,0.386,0.373,0.917,10.4,4.3,0.8,0.5,0.1,0.008
47,LAC,Travis Leslie,0.357,,0.444,4.5,1.4,0.9,0.5,0.1,0.06
48,ATL,Keith Benson,0,,,3,0,1,0,0,-0.005
49,MEM,Josh Selby,0.33,0.143,0.72,7.8,2.2,0.5,0.9,-0.7,-0.113
50,PHI,Lavoy Allen,0.458,0.143,0.711,18.5,5.1,4.9,1,6.4,0.086
51,POR,Jon Diebler,,,,,,,,,
52,DET,Vernon Macklin,0.543,,0.571,5.9,2,1.5,0.2,0.5,0.161
53,ORL,DeAndre Liggins,0.466,0.304,0.486,7.1,1.6,1.2,0.4,0.6,0.071
54,CLE,Milan Macvan,,,,,,,,,
55,BOS,E'Twaun Moore,0.407,0.349,0.791,18,6.1,1.7,1.8,2.2,0.029
56,LAL,Chukwudiebere Maduabum,,,,,,,,,
57,DAL,Targuy Ngombo,,,,,,,,,
58,LAL,Ater Majok,,,,,,,,,
59,SAS,Adam Hanga,,,,,,,,,
60,SAC,Isaiah Thomas,0.448,0.358,0.856,28.9,15.4,2.5,4.8,18.1,0.134
1,NOH,Anthony Davis,0.52,0.118,0.777,32.4,17.6,9.3,1.3,18.2,0.195
2,CHA,Michael Kidd-Gilchrist,0.469,0.167,0.683,25.1,8.3,5.6,1.2,5.8,0.076
3,WAS,Bradley Beal,0.416,0.396,0.787,33.1,15.7,3.8,2.9,7,0.079
4,CLE,Dion Waiters,0.422,0.343,0.713,29.1,15.1,2.6,2.9,2.3,0.029
5,SAC,Thomas Robinson,0.454,0,0.532,13.5,4.6,4.4,0.5,1.6,0.039
6,POR,Damian Lillard,0.428,0.385,0.863,37.1,19.9,3.4,6,16.9,0.127
7,GSW,Harrison Barnes,0.423,0.356,0.741,27,9.4,4.1,1.4,6.9,0.073
8,TOR,Terrence Ross,0.419,0.379,0.808,22.3,8.9,2.6,0.9,5.8,0.076
9,DET,Andre Drummond,0.606,0.25,0.401,27.4,11,10.8,0.5,14.5,0.17
10,NOH,Austin Rivers,0.395,0.347,0.602,21.2,7,1.8,2.2,-0.2,-0.003
11,POR,Meyers Leonard,0.524,0.333,0.804,13.9,4.3,3.3,0.5,3.2,0.098
12,HOU,Jeremy Lamb,0.418,0.341,0.828,17.2,7.4,2.2,1.2,3.3,0.088
13,PHO,Kendall Marshall,0.396,0.375,0.54,21.9,5.5,1.9,6,0.8,0.016
14,MIL,John Henson,0.52,0,0.521,19.7,8.4,5.8,1,5.6,0.096
15,PHI,Maurice Harkless,0.466,0.332,0.585,24.9,7.8,3.8,0.8,5.5,0.066
16,HOU,Royce White,0,,,3,0,0,0,0,-0.121
17,DAL,Tyler Zeller,0.479,0,0.747,20.6,6.8,4.8,0.9,5.1,0.078
18,HOU,Terrence Jones,0.532,0.307,0.62,25,10.9,6.3,1.1,8.5,0.165
19,ORL,Andrew Nicholson,0.479,0.315,0.81,15.9,6.7,3.4,0.5,2.3,0.044
20,DEN,Evan Fournier,0.446,0.396,0.748,18.2,8.2,2.1,1.4,3.3,0.072
21,BOS,Jared Sullinger,0.443,0.255,0.774,25,10.7,7.3,1.4,7.3,0.111
22,BOS,Fab Melo,0.5,,0.25,6,1.2,0.5,0,0,0.021
23,ATL,John Jenkins,0.438,0.365,0.851,14.3,5.6,1.6,0.9,1.6,0.071
24,CLE,Jared Cunningham,0.341,0.273,0.8,5.3,2,0.4,0.5,0.1,0.052
25,MEM,Tony Wroten,0.425,0.24,0.644,20,10.4,2.5,2.7,-0.6,-0.012
26,IND,Miles Plumlee,0.508,,0.577,21.9,7,6.9,0.5,4.5,0.096
27,MIA,Arnett Moultrie,0.547,,0.667,12.4,3.6,3.1,0.2,1.7,0.113
28,OKC,Perry Jones,0.44,0.345,0.684,11.5,3.6,1.9,0.4,1.7,0.066
29,CHI,Marquis Teague,0.349,0.22,0.686,9.5,2.3,1,1.4,-0.8,-0.046
30,GSW,Festus Ezeli,0.458,,0.529,14,2.5,3.9,0.3,1.7,0.068
31,CHA,Jeff Taylor,0.412,0.321,0.673,20.7,6.6,2,0.8,1,0.022
32,WAS,Tomas Satoransky,,,,,,,,,
33,CLE,Bernard James,0.508,0,0.596,7.9,2.1,2.3,0.1,1.3,0.105
34,CLE,Jae Crowder,0.41,0.329,0.705,16.3,4.7,2.3,1,4.1,0.073
35,GSW,Draymond Green,0.388,0.313,0.723,18.5,5,4.3,1.4,5.9,0.091
36,SAC,Orlando Johnson,0.369,0.319,0.724,10.5,3.2,1.7,0.7,1.5,0.074
37,TOR,Quincy Acy,0.498,0.278,0.72,13.4,3.2,3.4,0.5,2.6,0.094
38,DEN,Quincy Miller,0.366,0.316,0.702,13.8,4.5,2.5,0.5,0,0.001
39,DET,Khris Middleton,0.439,0.394,0.851,26.8,10.5,3.3,1.8,3.8,0.059
40,POR,Will Barton,0.387,0.194,0.765,11.2,3.9,1.9,0.8,-0.1,-0.002
41,POR,Tyshawn Taylor,0.354,0.36,0.684,8,2.9,0.5,0.9,-0.9,-0.088
42,MIL,Doron Lamb,0.381,0.394,0.7,12.7,3.5,1,0.8,0.1,0.005
43,ATL,Mike Scott,0.48,0.33,0.773,15.4,8,3.2,0.7,3.7,0.091
44,DET,Kim English,0.375,0.28,0.724,9.9,2.9,0.9,0.6,0.2,0.021
45,PHI,Justin Hamilton,0.485,0.375,1,12.1,3.8,1.8,0.3,0.4,0.117
46,NOH,Darius Miller,0.427,0.353,0.841,14.5,3.2,1.3,0.9,1.3,0.045
47,UTA,Kevin Murphy,0.25,0.2,,3.1,0.9,0.2,0.1,-0.3,-0.272
48,NYK,Kostas Papanikolaou,0.32,0.364,0.667,25.1,5.8,4.3,3.3,0.3,0.083
49,ORL,Kyle O'Quinn,0.502,0,0.68,14.5,5.2,4.5,1.1,3.9,0.101
50,DEN,Izzet Turkyilmaz,,,,,,,,,
51,BOS,Kris Joseph,0.143,0,0.625,5.4,0.9,0.7,0.1,-0.1,-0.127
52,GSW,Ognjen Kuzmic,0.385,,0.455,4.3,0.7,1,0.1,0,-0.014
53,LAC,Furkan Aldemir,,,,,,,,,
54,PHI,Tornike Shengelia,0.451,0.125,0.5,5.5,1.3,0.9,0.4,-0.2,-0.032
55,DAL,Darius Johnson-Odom,0,0,0,3,0,0.9,0.3,-0.3,-0.597
56,TOR,Tomislav Zubcic,,,,,,,,,
57,NJN,Ilkan Karaman,,,,,,,,,
58,MIN,Robbie Hummel,0.39,0.358,0.938,12.3,3.4,2.4,0.4,1.3,0.089
59,SAS,Marcus Denmon,,,,,,,,,
60,LAL,Robert Sacre,0.462,,0.687,13,4,2.8,0.6,1.2,0.044
1,CLE,Anthony Bennett,0.378,0.245,0.636,12.6,4.3,2.9,0.3,-0.2,-0.012
2,ORL,Victor Oladipo,0.419,0.327,0.78,31.1,13.8,4.1,4.1,1.3,0.026
3,WAS,Otto Porter,0.413,0.267,0.741,11.4,3.2,1.8,0.4,0.5,0.047
4,CHA,Cody Zeller,0.439,0,0.742,17.8,6.2,4.4,1.1,3.1,0.093
5,PHO,Alex Len,0.427,,0.69,10.1,2.3,2.7,0.2,0.5,0.048
6,NOH,Nerlens Noel,0.422,,0.25,28.5,6.8,5.8,2.2,-0.2,-0.063
7,SAC,Ben McLemore,0.383,0.333,0.808,27,8.9,2.9,1,1.2,0.024
8,DET,Kentavious Caldwell-Pope,0.394,0.329,0.722,21.2,6.6,2.1,0.7,2,0.052
9,MIN,Trey Burke,0.373,0.317,0.891,32.2,12.4,2.9,5.6,0.7,0.012
10,POR,C.J. McCollum,0.41,0.394,0.717,12.6,5.2,1.2,0.8,0.4,0.036
11,PHI,Michael Carter-Williams,0.404,0.264,0.7,34.4,16.7,6.3,6.3,1.2,0.023
12,OKC,Steven Adams,0.498,0,0.583,16.1,3.8,4.4,0.6,3.1,0.102
13,DAL,Kelly Olynyk,0.481,0.371,0.809,20.7,9.1,5.3,1.6,3.6,0.108
14,UTA,Shabazz Muhammad,0.469,0.357,0.589,8.5,4.3,1.6,0.2,0.4,0.053
15,MIL,Giannis Antetokounmpo,0.427,0.347,0.689,24.6,7.2,4.5,1.9,1.8,0.041
16,BOS,Lucas Nogueira,,,,,,,,,
17,ATL,Dennis Schröder,0.414,0.239,0.721,13.3,4.2,1.3,1.9,-0.3,-0.017
18,ATL,Shane Larkin,0.385,0.327,0.722,12.6,3.3,1.1,1.7,0.1,0.005
19,CLE,Sergey Karasev,0.333,0.2,0.917,6.5,1.5,0.8,0.3,-0.1,-0.038
20,CHI,Tony Snell,0.384,0.324,0.783,15.6,4.4,1.6,0.8,1.8,0.064
21,UTA,Gorgui Dieng,0.504,0.5,0.667,14.1,5.1,5.1,0.6,2.8,0.141
22,BRK,Mason Plumlee,0.634,0,0.62,18,7.3,4.6,0.8,5.1,0.174
23,IND,Solomon Hill,0.417,0.333,0.75,14.2,4.1,2.4,0.7,1,0.087
24,NYK,Tim Hardaway,0.426,0.366,0.829,22.7,10.2,1.4,0.9,3.4,0.081
25,LAC,Reggie Bullock,0.372,0.338,0.778,9.4,2.9,1.3,0.3,0.3,0.031
26,MIN,Andre Roberson,0.5,0.125,0.75,11.8,2.3,2.7,0.6,1,0.095
27,DEN,Rudy Gobert,0.51,0,0.543,10.6,2.7,3.6,0.2,0.8,0.063
28,SAS,Livio Jean-Charles,,,,,,,,,
29,OKC,Archie Goodwin,0.45,0.139,0.678,10.1,3.6,1.6,0.4,0.2,0.018
30,PHO,Nemanja Nedovic,0.205,0.167,0.875,5.9,1.1,0.6,0.5,-0.4,-0.132
31,CLE,Allen Crabbe,0.37,0.4,0.833,7.5,2.5,0.8,0.4,0.2,0.051
32,OKC,Alex Abrines,,,,,,,,,
33,CLE,Carrick Felix,0.5,0.4,0.75,5.4,2.7,0.9,0.6,0,0.057
34,HOU,Isaiah Canaan,0.393,0.364,0.718,14.6,5.8,1.3,1.1,0.6,0.065
35,PHI,Glen Rice,0.269,0.25,0.692,9.5,2.7,1.5,0.6,-0.2,-0.068
36,SAC,Ray McCallum,0.378,0.364,0.733,18.4,5.8,1.6,2.4,0.4,0.021
37,DET,Tony Mitchell,0.417,1,0.579,3.8,1,1.2,0.1,0.2,0.151
38,WAS,Nate Wolters,0.436,0.281,0.656,22.3,7.1,2.5,3.2,1.2,0.041
39,POR,Jeff Withey,0.531,0,0.712,11.5,3.2,2.5,0.4,1.8,0.127
40,POR,Grant Jerrett,,,,,,,,,
41,MEM,Jamaal Franklin,0.41,0.455,1,7.7,1.9,1.1,0.3,0,-0.002
42,PHI,Pierre Jackson,,,,,,,,,
43,MIL,Ricky Ledo,0.353,0.375,1,3,1.7,0.2,0.2,0,0.024
44,DAL,Mike Muscala,0.421,0,1,10.6,3.8,2.6,0.3,0.2,0.047
45,POR,Marko Todorovic,,,,,,,,,
46,UTA,Erick Green,,,,,,,,,
47,ATL,Raul Neto,,,,,,,,,
48,LAL,Ryan Kelly,0.424,0.338,0.815,22,7.9,3.7,1.6,2.2,0.08
49,CHI,Erik Murphy,0.231,0,,2.6,0.3,0.3,0.1,-0.1,-0.055
50,ATL,James Ennis,,,,,,,,,
51,ORL,Romero Osby,,,,,,,,,
52,MIN,Lorenzo Brown,0.302,0.1,0.692,8.6,2.5,1.1,1.6,-0.3,-0.068
53,IND,Colton Iverson,,,,,,,,,
54,WAS,Arsalan Kazemi,,,,,,,,,
55,MEM,Joffrey Lauvergne,,,,,,,,,
56,DET,Peyton Siva,0.316,0.28,0.733,9.3,2.3,0.6,1.4,-0.2,-0.032
57,PHO,Alex Oriakhi,,,,,,,,,
58,SAS,Deshaun Thomas,,,,,,,,,
59,MIN,Bojan Dubljevic,,,,,,,,,
60,MEM,Janis Timma,,,,,,,,, 
